No;Þirket Adý;Þirket Adý2;Column1;Column2;Column3;Column4;Column5
316;raf ahþap malzemeleri? san. ve ti?c. ltd.þti?.;http://www.rafahsap.com; BÝNA ÝÇÝ TASARIM VE DEKORASYON;KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;;;
317;ramsoy strafor duvar panelleri? ve söve;http://www.ramsoy.com.tr; BÝNA ÝÇÝ TASARIM VE DEKORASYON;BOYALAR VE BÝTÝRME;;;
318;redi?ks yapi malzemeleri? paz.a.þ.;NaN;;;;;
319;retro flooring;http://www.retroparke.com.tr; BÝNA ÝÇÝ TASARIM VE DEKORASYON;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;ZEMÝN KAPLAMALARI VE DÖÞEME SÝSTEMLERÝ;;
320;revestech waterproofing systems;http://www.revestech.es; YAPI KÝMYASALLARI VE YALITIM;;;;
321;rital uluslararasi diþ ti?caret li?mi?ted þi?rketi?;NaN;;;;;
322;rollfen mühendi?sli?k maki?na san. ve ti?c. ltd. þti?.;http://www.rollfenmakina.com; MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;;;;
323;rollpanel yalitim ve i?nþaat malz. san. ve ti?c. a.þ.;https://www.rollpanel.com; CEPHE VE ÇATI;;;;
324;rotho blaas turkey diþ ti?caret ltd. þti?.;https://www.rothoblaas.com;;;;;
325;s&p afs havalandirma si?stemleri? a.þ.;NaN;;;;;
326;þahanlar ahþap;http://www.sahanlarahsap.com.tr; BANYO, MUTFAK, HAVUZ VE SPA;KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;YANGIN GÜVENLÝÐI, GÜVENLÝK VE ÝÞ GÜVENLÝÐÝ;;
327;salvador paint;http://www.salvadorpaint.com; BÝNA ÝÇÝ TASARIM VE DEKORASYON;BOYALAR VE BÝTÝRME;YAPI KÝMYASALLARI VE YALITIM;;
328;samet kalip ve madeni? eþya san. ve ti?c. a.þ.;http://www.samet.com.tr; NALBURÝYE VE EL ALETLERÝ;;;;
329;sarayli madeni? eþya a.þ.;http://www.smsarayli.com.tr; HÝZMETLER;NALBURÝYE VE EL ALETLERÝ;;;
330;sarpan orman ürünleri? san. ti?c. a.þ.;https://www.sarpanorman.com/; MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;;
331;savas celi?k elek uretim paz. ltd. sti;http://www.savaselek.com.tr; BÝNA ÝÇÝ TASARIM VE DEKORASYON;CEPHE VE ÇATI;NALBURÝYE VE EL ALETLERÝ;;
332;sb þömi?ne barbekü i?nþaat sanayi? ve ti?c. ltd. þti?.;https://www.sbyapiinsaat.com; BÝNA ÝÇÝ TASARIM VE DEKORASYON;;;;
333;scafform metal otom. ti?c. ltd. þti?.;https://www.scafformmetal.com.tr;;;;;
334;scientific floor tekni?k yapi malzemeleri? ltd.þti?.;https://www.scientificfloor.com;;;;;
335;seger orman ürünleri? ve i?nþaat san. ti?c. ltd. þti?.;http://www.segerorman.com.tr; CEPHE VE ÇATI;MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;
336;sel diþ ti?caret ve ki?mya san. a.þ.;http://www.selsil.com; YAPI KÝMYASALLARI VE YALITIM;;;;
337;selena yapi malzemeleri? san. ve ti?c. ltd. þti?;NaN;;;;;
338;sena yapi;http://www.senayapi.com.tr; BÝNA ÝÇÝ TASARIM VE DEKORASYON;BOYALAR VE BÝTÝRME;;;
339;sertel vi?da metal a.þ;http://www.sertelvida.com; MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;NALBURÝYE VE EL ALETLERÝ;YANGIN GÜVENLÝÐI, GÜVENLÝK VE ÝÞ GÜVENLÝÐÝ;;
340;sertsan maki?ne plasti?k san. ti?c. ltd. þti?.;NaN;;;;;
341;setgrup yapi metal san. ve diþ ti?c. ltd. þti?.;https://www.setyapi.net;;;;;
342;sfs i?ntec baðlanti teknoloji?leri?;https://www.tr.sfs.com; CEPHE VE ÇATI;NALBURÝYE VE EL ALETLERÝ;YANGIN GÜVENLÝÐI, GÜVENLÝK VE ÝÞ GÜVENLÝÐÝ;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;
343;shandong bp new material technology co.,ltd;NaN;;;;;
344;shandong fuqian construction material co., ltd;NaN;;;;;
345;shandong kaijie ecological technology co. , ltd;NaN;;;;;
346;shandong mega new materials co., ltd;http://www.chinaintek.com; YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;;;
347;shandong orly new material co.,ltd;NaN;;;;;
348;shanghai jing bo decorative materials co., ltd.;http://www.jdfloor.cn; ZEMÝN KAPLAMALARI VE DÖÞEME SÝSTEMLERÝ;;;;
349;shanghai mehong tianrun international co., ltd.;http://www.likegro.com; BANYO, MUTFAK, HAVUZ VE SPA;KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;
350;shaoxing keqiao hanke sanitary ware factory;http://www.hqjj.com; BANYO, MUTFAK, HAVUZ VE SPA;;;;
351;sheh kai precision co., ltd.;https://www.shehkai.com; CEPHE VE ÇATI;NALBURÝYE VE EL ALETLERÝ;;;
352;shijiazhuang amber metal products co.,ltd;http://www.decorativewiremesh.com; BÝNA ÝÇÝ TASARIM VE DEKORASYON;CEPHE VE ÇATI;HÝZMETLER;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;
353;shijiazhuang asa international trading corporation;http://www.ailinmesh.com; PENCERE VE PROFÝL SÝSTEMLERÝ;;;;
354;si?ba ki?mya ve endüstri?yel ürünler san. ti?c. a.þ.;http://www.sibakimya.com.tr; YAPI KÝMYASALLARI VE YALITIM;;;;
355;som kaðit ve karton i?þleme san. ti?c. a. þ.;http://www.sompaper.com.tr; BÝNA ÝÇÝ TASARIM VE DEKORASYON;;;;
356;soma ki?mya san. ve ti?c. a.þ.;NaN;;;;;
357;sotaþ ki?myevi? mad. san. ve ti?c. a.þ.;http://www.sotas.com.tr; YAPI KÝMYASALLARI VE YALITIM;;;;
358;sra stone gallery;http://www.sratrading.com; BANYO, MUTFAK, HAVUZ VE SPA;SERAMÝK VE DOÐAL TAÞ;;;
359;starbond metal panel ki?remi?t i?nþ. i?th. san. ve ti?c. ltd. þti?;http://www.starbondmetal.com; CEPHE VE ÇATI;;;;
360;statorr internationale rotor und stator industrie maki?ne ltd. þti?.;http://www.treumix.com; MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;;;;
361;stella pro;https://www.stella-pro.ru; BOYALAR VE BÝTÝRME;ZEMÝN KAPLAMALARI VE DÖÞEME SÝSTEMLERÝ;;;
362;sti?l spor peyzaj i?nþaat mi?m. müh. san. ve ti?c. ltd.þti?.;http://www.stilspor.com; ÇEVRE DÜZENLEME VE KENTSEL TASARIM;HÝZMETLER;ZEMÝN KAPLAMALARI VE DÖÞEME SÝSTEMLERÝ;;
363;stop grup güvenli?k si?stem. i?nþ. san. ve ti?c. a.þ.;http://www.stopgrup.com;;;;;
364;super wonderful trading - fzco;NaN;;;;;
365;suzhou mechadvisor intelligent technology co ltd;http://www.mechadvisor.com; BOYALAR VE BÝTÝRME;CEPHE VE ÇATI;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;ZEMÝN KAPLAMALARI VE DÖÞEME SÝSTEMLERÝ;
366;svr sever maki?ne sanayi? ve ti?caret a.þ.;http://www.severmakine.com; ÇEVRE DÜZENLEME VE KENTSEL TASARIM;MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;
367;taiwan regional association of adhesive tape manufacturers;NaN; YAPI KÝMYASALLARI VE YALITIM;;;;
368;tamgüvenli?kli? flanþli i?skele san. ti?c. ltd. þti?;NaN;;;;;
369;tantimber - tanwood orman ürünleri? san. ti?c. a.þ.;http://www.tantimber.com; BANYO, MUTFAK, HAVUZ VE SPA;BOYALAR VE BÝTÝRME;CEPHE VE ÇATI;ÇEVRE DÜZENLEME VE KENTSEL TASARIM;ZEMÝN KAPLAMALARI VE DÖÞEME SÝSTEMLERÝ
370;tavsi?s asma tavan si?stemleri? i?thalat i?hracat san ve ti?c ltd þti?;https://www.tavsis.com.tr; BOYALAR VE BÝTÝRME;;;;
371;techel kompozi?t teksti?l san. ve ti?c. ltd. þti?.;http://www.techelfrp.com; YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;;;
372;tekram mühendi?sli?k mak. i?nþ. taah. san. ve ti?c. ltd. þti?.;https://www.tekram.com.tr; KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;;;;
373;telci?maks maki?na i?th. i?hr. san. ve ti?c. ltd. þti?.;https://www.telcimaksan.com; ÇEVRE DÜZENLEME VE KENTSEL TASARIM;MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;;;
374;teotech / ozok steel;http://www.teotech.com.tr; HÝZMETLER;MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;
375;terrawool;http://www.terrawool.com; BOYALAR VE BÝTÝRME;CEPHE VE ÇATI;YANGIN GÜVENLÝÐI, GÜVENLÝK VE ÝÞ GÜVENLÝÐÝ;YAPI KÝMYASALLARI VE YALITIM;
376;tetra door;http://www.tetradoor.com; KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;YANGIN GÜVENLÝÐI, GÜVENLÝK VE ÝÞ GÜVENLÝÐÝ;;;
377;the polish investment and trade agency (paih);NaN;;;;;
378;the world company for drawing & manufacturing wires;NaN;;;;;
379;ticm;http://www.tic-m.com; CEPHE VE ÇATI;HÝZMETLER;YAPI KÝMYASALLARI VE YALITIM;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;
380;ti?s teknoloji?k i?zolatör si?stemleri? san. ve ti?c. a.þ.;http://www.tis.com.tr; HÝZMETLER;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;;
381;tohma i?nþ.ti?c.ve taah.ltd.þti?;NaN;;;;;
382;tokoz plastic & building materials international;http://www.tokozint.com; BANYO, MUTFAK, HAVUZ VE SPA;ÇEVRE DÜZENLEME VE KENTSEL TASARIM;ZEMÝN KAPLAMALARI VE DÖÞEME SÝSTEMLERÝ;;
383;tork mühendi?sli?k asansör i?nþ. san. ti?c. ltd. þti?.;http://www.torkasansor.com; KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;;;;
384;tosya keski?n çeli?k i?nþ. ve tarim alet. isi si?st. san. ti?c. ltd.þti?.;http://www.tosyakeskincelik.com; NALBURÝYE VE EL ALETLERÝ;;;;
385;tromer enerji? anoni?m þi?rketi?;https://www.tromer.com.tr; BÝNA ÝÇÝ TASARIM VE DEKORASYON;BOYALAR VE BÝTÝRME;HÝZMETLER;YANGIN GÜVENLÝÐI, GÜVENLÝK VE ÝÞ GÜVENLÝÐÝ;YAPI KÝMYASALLARI VE YALITIM
386;türki?ye hazir beton bi?rli?ði?;https://www.thbb.org; HÝZMETLER;;;;
387;türki?ye i?msad;http://www.imsad.org; HÝZMETLER;;;;
388;tuþba zemi?n market i?nþ. san. ve diþ ti?c. ltd.þti?.;NaN;;;;;
389;üçkan i?nþ. taah. san. ti?c. ltd. þti?.;http://naturalefekt.com; BOYALAR VE BÝTÝRME;;;;
390;üçler alümi?nyum metal yapi malz. san. ti?c. ltd. þti?.;NaN;;;;;
391;unival;https://www.univalsrl.it; BANYO, MUTFAK, HAVUZ VE SPA;ISITMA, HAVALANDIRMA, ÝKLÝMLENDÝRME, SU TEKNOLOJÝLERÝ VE ENERJÝ;;;
392;uzun geri? dönüþüm metal i?nþ. i?ç ve diþ ti?c. ltd. þti?.;https://www.uzngrup.com; YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;;;
393;vakolart alçi ith. ihr. san. ve ti?c. ltd. þti?.;NaN;;;;;
394;vakumaks;http://www.vakumaks.com; HÝZMETLER;ISITMA, HAVALANDIRMA, ÝKLÝMLENDÝRME, SU TEKNOLOJÝLERÝ VE ENERJÝ;KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;
395;valpaint s.p.a;http://www.valpaint.it; BOYALAR VE BÝTÝRME;;;;
396;vari?odor - sefa modeka;http://www.sefamodeka.com; KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;;;;
397;vi?ki?ng plasti?k san. ve ti?c. ltd. þti?.;https://www.vikingplastik.com;;;;;
398;vindoform kapi pencere aks. san. ve ti?c. ltd. þti?.;http://www.windoform.com.tr; KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;PENCERE VE PROFÝL SÝSTEMLERÝ;;;
399;vi?ta tel;http://www.vitatel.com.tr; ÇEVRE DÜZENLEME VE KENTSEL TASARIM;KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;;;
400;vkf renzel sales promotion i?malat ve ti?c. ltd. þti?.;https://www.vkf-renzel.com.tr;;;;;
401;voldosan i?nþ. yapi malzemeleri? - volkan doðan;NaN;;;;;
402;winland toroslular cam balkon ve yapi si?stemleri? san. ti?c. ltd. þti?;https://www.winland.com.tr;;;;;
403;wisdom(xiamen)import & export co., ltd;https://www.wisdombuildingmaterials.com; ÇEVRE DÜZENLEME VE KENTSEL TASARIM;;;;
404;wkb systems gmbh;http://www.wkb-systems.com; MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;;;;
405;wolves asansör ltd. þti?.;http://www.wolvesasansor.net; KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;;;;
406;workindo;https://www.workindo.com;;;;;
407;wuqiang county huili fiberglass co.,ltd.;NaN;;;;;
408;xiamen dahe peb construction technology co., ltd.;http://www.dahezbforming.com; CEPHE VE ÇATI;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;;
409;xinma fiberglass co., ltd;http://www.xinmafiberglass.com; CEPHE VE ÇATI;YAPI KÝMYASALLARI VE YALITIM;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;
410;yaka kapi mobi?lya i?nþ. ve pazarlama san. ti?c. ltd. þti?.;https://www.yakadoor.com.tr; KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;YANGIN GÜVENLÝÐI, GÜVENLÝK VE ÝÞ GÜVENLÝÐÝ;;;
411;yangzhou jingdu brush co.,ltd;https://www.china-bristle.com; NALBURÝYE VE EL ALETLERÝ;;;;
412;yapi i?nþaat dergi?si?;http://www.yapiinsaatdergisi.com; HÝZMETLER;;;;
413;yapi magazi?n dergi?si?;http://www.yapimagazin.com; HÝZMETLER;;;;
414;yapiset a.þ. - navtex;http://www.yapiset.com.tr; BOYALAR VE BÝTÝRME;YAPI KÝMYASALLARI VE YALITIM;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;
415;yapki?m yapi ki?mya san. a.þ.;http://www.yapkimsan.com; YAPI KÝMYASALLARI VE YALITIM;;;;
416;yasham duvar kaðitlari boya ve ki?mya san. a.þ.;NaN;;;;;
417;yazlar paz. bet. ve pet. ür. san. ve ti?c. ve a.þ.;http://www.yazlar.com.tr; CEPHE VE ÇATI;YAPI KÝMYASALLARI VE YALITIM;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;
418;yeda i?nþaat malzemeleri? tah.san.ti?c.aþ;http://www.yedamermer.com; BANYO, MUTFAK, HAVUZ VE SPA;SERAMÝK VE DOÐAL TAÞ;;;
419;yem ki?tabevi?;http://www.yemkitabevi.com; HÝZMETLER;;;;
420;yi fong ind. safety products co., ltd;NaN;;;;;
421;yildiz door;https://www.yildizdoorcelikkapi.com; KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;;;;
422;yilsan firça i?nþaat turi?zm sanayi? ve ti?caret ltd. þti?.;http://www.yilsanfirca.com.tr; NALBURÝYE VE EL ALETLERÝ;;;;
423;yoldaþ endüstri? ürünleri? sanayi? ve ti?c. a.þ.;NaN;;;;;
424;yön yapi mühendi?sli?k a.þ.;http://www.isolion.com.tr; YAPI KÝMYASALLARI VE YALITIM;;;;
425;zemod orman ürünleri? a.þ.;NaN;;;;;
426;zenon panel;http://www.zenonpanel.com; CEPHE VE ÇATI;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;;
427;zhejiang dinggang technology co.,ltd,;NaN; BANYO, MUTFAK, HAVUZ VE SPA;;;;
428;zhejiang fuxin electrical technology co.,ltd.;http://www.china-fuxin.com; BANYO, MUTFAK, HAVUZ VE SPA;;;;
429;zhejiang geartech machinery co., ltd.;http://www.geartech.cn; MAKÝNE, EKÝPMAN VE BÝLÝÞÝM;;;;
430;zhejiang huanri sanitation co., ltd;http://www.huanrifaucet.com; BANYO, MUTFAK, HAVUZ VE SPA;;;;
431;zhejiang msd group share co.,ltd;http://www.zjmsd.com; BÝNA ÝÇÝ TASARIM VE DEKORASYON;BOYALAR VE BÝTÝRME;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;;
432;zhejiang wuxin technology co.,ltd.;http://www.wuxinprint.com; BÝNA ÝÇÝ TASARIM VE DEKORASYON;KAPI, GEÇÝÞ, AKTARIM VE BÝNA OTOMASYON SÝSTEMLERÝ;YAPI MALZEMELERÝ VE YAPIM SÝSTEMLERÝ;ZEMÝN KAPLAMALARI VE DÖÞEME SÝSTEMLERÝ;
